image_filename,label
041692.jpg,"['Tzatziki', 'Caprese salad (Tomato Mozzarella)', 'Falafel (balls)', 'Quinoa', 'Shrimp / prawn (small)', 'Tomato, raw ', 'Spring onion / scallion']"
041693.jpg,"['Wine, white']"
041699.jpg,"['Bread', 'Meat']"
041700.jpg,['Raspberries']
041703.jpg,"['Savoury puff pastry stick', 'Salami', 'Savoury puff pastry', 'Tomato, raw ', 'Mozzarella', 'Bread, pita']"
041706.jpg,['Beer']
041709.jpg,"['Pasta, penne', 'Cheese', 'Tomato sauce']"
041712.jpg,"['Salad, leaf / salad, green']"
041725.jpg,"['Salad, leaf / salad, green', 'Tomato, raw ', 'French salad dressing']"
041727.jpg,"['Hummus', 'Bread, pita']"
041730.jpg,"['Risotto, without cheese, cooked']"
041735.jpg,"['Pasta, noodles', 'Mixed vegetables']"
041741.jpg,['Dairy ice cream']
041742.jpg,['Fruit tart']
041744.jpg,"['Wine, white']"
041757.jpg,['Nectarine']
041763.jpg,['Focaccia']
041766.jpg,"['Chicken, wing', 'Cervelat', 'Cheese']"
041767.jpg,['Dark chocolate']
041778.jpg,['Cream']
041779.jpg,['Mixed salad (chopped without sauce)']
041780.jpg,"['Fish', 'Zucchini']"
041781.jpg,"['Eggplant', 'Cream', 'Mushrooms']"
041782.jpg,['Cheese']
041783.jpg,['Dairy ice cream']
041795.jpg,"['Butter', 'Bread, wholemeal', 'Jam']"
041800.jpg,"['Bread, wholemeal', 'Butter', 'Honey']"
041801.jpg,"['Bread, wholemeal']"
041804.jpg,"['Bread, white']"
041811.jpg,"['Butter', 'Bread, sourdough']"
041816.jpg,"['Coffee, with caffeine']"
041819.jpg,"['Crunch Müesli', 'Pear']"
041830.jpg,['Egg']
041843.jpg,"['Butter', 'Bread, French (white flour)', 'Tea']"
041849.jpg,"['Raspberries', 'Blueberries', 'Mixed nuts']"
041853.jpg,['Dark chocolate']
041854.jpg,"['Croissant', 'Espresso, with caffeine', 'Water']"
041862.jpg,['Water']
041868.jpg,"['Mixed vegetables', 'Artichoke', 'Guacamole']"
041869.jpg,['Water']
041870.jpg,"['Salad, leaf / salad, green', 'Tomato, raw ', 'Pine nuts', 'French salad dressing']"
041872.jpg,"['Salad, leaf / salad, green', 'Rosti', 'Bread, white', 'Mayonnaise', 'Mushrooms']"
041873.jpg,"['Mixed vegetables', 'Chickpeas', 'Salami']"
041874.jpg,"['Wine, red']"
041875.jpg,"['Sun-dried tomatoe', 'Lemon', 'Sauce (savoury)']"
041877.jpg,"['Chips, french fries']"
041880.jpg,"['Rice noodles/vermicelli', 'Chicken', 'Mixed vegetables']"
041884.jpg,"['Tomato, raw ']"
041885.jpg,"['Quinoa', 'Ratatouille']"
041886.jpg,"['Quinoa', 'Egg', 'Mozzarella', 'Tomato, raw ']"
041887.jpg,"['Wine, white']"
041888.jpg,"['Wine, white']"
041891.jpg,['Water']
041892.jpg,"['White coffee, with caffeine', 'Water']"
041893.jpg,"['Ham, raw']"
041894.jpg,['Dairy ice cream']
041897.jpg,['Soft cheese']
041900.jpg,"['Hard cheese', 'Bread, wholemeal']"
041901.jpg,['Sugar Melon']
041902.jpg,['Apricots']
041913.jpg,"['Witloof chicory', 'Risotto, with mushrooms, cooked']"
041914.jpg,"['Tomato, raw ']"
041916.jpg,"['Guacamole', 'Bread, pita']"
041918.jpg,"['Beetroot, raw', 'Fennel']"
041935.jpg,['Apricots']
041937.jpg,"['Coffee, with caffeine']"
041938.jpg,"['Raspberries', 'Mixed nuts', 'Blueberries']"
041957.jpg,['Strawberries']
041962.jpg,['Dairy ice cream']
041964.jpg,['Nectarine']
041970.jpg,['Peach']
041975.jpg,"['Carrot, raw', 'Tomato, raw ', 'Zucchini', 'French beans', 'Fennel', 'Garlic']"
041983.jpg,"['Salad, leaf / salad, green', 'Avocado', 'Tomato, raw ', 'Dried meat', 'Spring onion / scallion', 'Mayonnaise']"
041985.jpg,"['Salad, leaf / salad, green', 'Avocado', 'Tomato, raw ', 'Dried meat', 'Balsamic salad dressing']"
041989.jpg,['Dried meat']
041991.jpg,['Beer']
041992.jpg,"['Wine, white']"
041994.jpg,"['Tuna', 'Cucumber, pickled ']"
041997.jpg,"['Bacon, frying', 'Risotto, with mushrooms, cooked']"
041998.jpg,"['Mixed nuts', 'Blueberries']"
042000.jpg,['Black olives']
042003.jpg,"['Salad, leaf / salad, green']"
042006.jpg,"['Bread, wholemeal', 'Salmon, smoked', 'Butter']"
042007.jpg,"['Salad, leaf / salad, green', 'Tomato, raw ']"
042029.jpg,"['Pasta', 'Beef, minced (only meat)']"
042031.jpg,"['Tomato, raw ']"
042032.jpg,"['Pizza, with vegetables, baked', 'Salad, rocket']"
042033.jpg,"['Pizza, with vegetables, baked', 'Salad, rocket']"
042043.jpg,"['Pizza, with ham, baked', 'Mushroom']"
042054.jpg,['Mixed salad (chopped without sauce)']
042057.jpg,"['Wine, rosé']"
042058.jpg,['Chocolate cookies']
042063.jpg,"['Zucchini', 'Potatoes steamed', 'Bell pepper, red, raw ', 'Eggplant', 'Sauce (savoury)']"
042068.jpg,['Tiramisu']
042075.jpg,"['Bread, white', 'Water']"
042078.jpg,"['Bread, wholemeal']"
042081.jpg,"['Bread, white']"
042091.jpg,"['Bread, wholemeal', 'Butter']"
042098.jpg,"['Tea', 'Butter, spread, puree almond', 'Bread, wholemeal']"
042101.jpg,"['White coffee, with caffeine']"
042102.jpg,"['Bread, 5-grain', 'Jam']"
042103.jpg,"['Bread, wholemeal', 'Honey']"
042108.jpg,"['Cucumber', 'Mozzarella']"
042116.jpg,['Cappuccino']
042117.jpg,"['Crêpe, plain']"
042120.jpg,"['Espresso, with caffeine']"
042124.jpg,"['Coffee, with caffeine', 'Water']"
042133.jpg,"['Cauliflower', 'Rice, Basmati']"
042137.jpg,['Raspberries']
042150.jpg,"['Bread, wholemeal']"
042153.jpg,"['Salad, leaf / salad, green', 'Mixed vegetables', 'Chicken', 'Butter, herb']"
042154.jpg,"['Rosti', 'Broccoli', 'Veal sausage', 'Onion']"
042155.jpg,"['Onion', 'Veal sausage', 'Broccoli', 'Rosti']"
042157.jpg,['Apricots']
042159.jpg,['Apricots']
042160.jpg,"['Espresso, with caffeine']"
042171.jpg,['Shrimp / prawn (large)']
042178.jpg,"['Pie, apricot, baked, with cake dough']"
042189.jpg,"['Rice, Basmati', 'Cauliflower', 'Red cabbage', 'Falafel (balls)', 'Chickpeas', 'Bell pepper, red, raw ', 'Onion', 'Sauce (savoury)']"
042190.jpg,['Water']
042197.jpg,"['Balsamic vinegar', 'Bread, white']"
042201.jpg,['Water']
042203.jpg,"['Salt cake (vegetables, filled)']"
042206.jpg,"['Salad, leaf / salad, green']"
042207.jpg,"['Salad, leaf / salad, green', 'Eggplant']"
042208.jpg,"['Bread, white']"
042211.jpg,"['Cashew nut', 'Coconut']"
042221.jpg,"['Wine, red']"
042222.jpg,"['Salad, leaf / salad, green']"
042223.jpg,"['Wine, rosé']"
042224.jpg,"['Rice', 'Curry, vegetarian']"
042225.jpg,"['Tartar (meat)', 'Mixed salad (chopped without sauce)', 'Carrot, raw', 'Black olives', 'Tomato, raw ']"
042226.jpg,"['Salt cake (vegetables, filled)']"
042227.jpg,['Dried meat']
042228.jpg,"['Pasta, penne', 'Mixed vegetables']"
042229.jpg,"['Rice', 'Curry, vegetarian']"
042233.jpg,"['Water, mineral']"
042234.jpg,"['Bread, sourdough']"
042239.jpg,['Mixed nuts']
042240.jpg,"['Bread, toast']"
042241.jpg,"['Salad, leaf / salad, green', 'Salmon, smoked']"
042242.jpg,"['Roll of half-white or white flour, with large void']"
042245.jpg,['Fruit tart']
042250.jpg,"['Pasta, wholemeal', 'Bolognaise sauce']"
042255.jpg,"['Salad, leaf / salad, green']"
042286.jpg,"['Bread, white', 'Butter']"
042298.jpg,"['Bread, white']"
042304.jpg,"['Espresso, with caffeine']"
042307.jpg,"['White coffee, with caffeine']"
042316.jpg,"['Bread, wholemeal', 'Zucchini']"
042327.jpg,['Herbal tea']
042328.jpg,"['Hard cheese', 'Bread, wholemeal', 'Jam']"
042337.jpg,"['Bread, spelt', 'Braided white loaf', 'Jam', 'Honey', 'Butter']"
042338.jpg,['Banana']
042340.jpg,"['Bread, spelt', 'Hard cheese']"
042341.jpg,"['Braided white loaf', 'Honey', 'Bread, spelt']"
042344.jpg,['Cherries']
042346.jpg,"['Chicken, leg', 'Potatoes steamed', 'Ratatouille', 'Parmesan']"
042349.jpg,"['Coffee, with caffeine']"
042351.jpg,['Biscuits']
042357.jpg,"['Egg, scrambled, prepared', 'Salmon, smoked', 'Avocado', 'Salad, rocket']"
042361.jpg,"['Salmon, smoked', 'Bread, white', 'Butter']"
042366.jpg,"['Pasta, spaghetti', 'Bolognaise sauce', 'Cheese']"
042367.jpg,"['Bread, white', 'Butter', 'Honey']"
042370.jpg,"['Rice', 'Tomato, raw ', 'Mozzarella', 'Egg', 'Balsamic salad dressing']"
042374.jpg,"['Hamburger (Bread, meat, ketchup)', 'Chips, french fries', 'Hamburger']"
042377.jpg,"['Rice, Basmati']"
042378.jpg,['Brownie']
042387.jpg,"['Bread, white', 'Butter']"
042388.jpg,"['Wine, rosé']"
042390.jpg,['Dairy ice cream']
042396.jpg,"['Salad, leaf / salad, green', 'Bacon, frying', 'Tomato, raw ', 'Croutons']"
042401.jpg,"['Wine, red']"
042411.jpg,"['Lasagne, meat, prepared']"
042415.jpg,"['Espresso, with caffeine', 'Dark chocolate']"
042420.jpg,"['Carrot, raw', 'Fennel', 'Onion']"
042428.jpg,"['Pizza, Margherita, baked']"
042431.jpg,"['Bread, white']"
042432.jpg,"['Caprese salad (Tomato Mozzarella)', 'Ham, cooked', 'Butter']"
042435.jpg,"['Pizza, Margherita, baked', 'Dried meat']"
042438.jpg,"['Pizza, with vegetables, baked', 'Salami']"
042442.jpg,"['Pizza, with ham, baked', 'Salad, rocket']"
042443.jpg,"['Risotto, without cheese, cooked', 'Pork, chop', 'Zucchini']"
042444.jpg,"['Wine, red']"
042445.jpg,['Pancakes']
042446.jpg,['Fruit salad']
042448.jpg,['Hard cheese']
042449.jpg,['Strawberries']
042451.jpg,['Dairy ice cream']
042452.jpg,"['White coffee, with caffeine']"
042459.jpg,"['Bread, French (white flour)']"
042460.jpg,"['Pasta, penne', 'Sauce, pesto']"
042461.jpg,['Caprese salad (Tomato Mozzarella)']
042462.jpg,['Mixed vegetables']
042463.jpg,"['Bread, white']"
042464.jpg,"['Risotto, without cheese, cooked']"
042466.jpg,"['Eggplant caviar', 'Fish', 'Sauce (savoury)', 'Sour cream']"
042467.jpg,['Praline']
042468.jpg,['Brownie']
042469.jpg,"['Watermelon, fresh', 'Sugar Melon']"
042471.jpg,"['Brownie', 'Dairy ice cream']"
042532.jpg,"['Espresso, with caffeine']"
042540.jpg,"['Espresso, with caffeine']"
042549.jpg,['Apple']
042558.jpg,"['Coffee, with caffeine']"
042560.jpg,"['Bread, wholemeal', 'Peanut butter', 'Butter, spread, puree almond']"
042564.jpg,"['Espresso, with caffeine', 'Water']"
042568.jpg,"['Salt cake (vegetables, filled)']"
042569.jpg,"['Salt cake (vegetables, filled)', 'Broccoli', 'Witloof chicory']"
042576.jpg,"['Sauce, mushroom', 'Ratatouille', 'Rice', 'Parmesan']"
042584.jpg,"['Pizza, with vegetables, baked']"
042586.jpg,"['Veal sausage', 'Potatoes au gratin, dauphinois, prepared', 'Vegetable au gratin, baked']"
042589.jpg,"['Bread, white']"
042594.jpg,"['Avocado', 'Salad, leaf / salad, green', 'Mozzarella', 'Tomato, raw ']"
042595.jpg,"['Bread, Ticino']"
042607.jpg,"['Rice', 'Carrot, raw']"
042610.jpg,"['Rice', 'Carrot, raw']"
042615.jpg,['Gluten-free bread']
042616.jpg,['Banana']
042618.jpg,"['Coffee, with caffeine']"
042630.jpg,['Strawberries']
042633.jpg,['Strawberries']
042636.jpg,"['Rice', 'Beans, kidney', 'Bell pepper, red, raw ', 'Tomme']"
042637.jpg,['Pistachio']
042638.jpg,"['Bread, white', 'Butter']"
042640.jpg,"['Butter', 'Bread, white']"
042641.jpg,"['Butter', 'Bread, olive']"
042643.jpg,"['Salt cake (vegetables, filled)']"
042644.jpg,"['Shrimp / prawn (small)', 'Sauce, cocktail', 'Avocado']"
042651.jpg,"['Tomme', 'Bread, olive']"
042653.jpg,"['Mixed salad (chopped without sauce)', 'Salad, rocket']"
042657.jpg,"['Lasagne, meat, prepared']"
042659.jpg,['Gruyère']
042661.jpg,"['Mixed vegetables', 'Sweet potato', 'Carrot, raw']"
042663.jpg,"['Salad, leaf / salad, green', 'Egg']"
042666.jpg,['Sugar Melon']
042673.jpg,"['Bread, wholemeal', 'Butter']"
042676.jpg,['Potato-gnocchi']
042678.jpg,"['Pasta, penne', 'Tomato sauce', 'Cheese']"
042680.jpg,"['Pasta, penne', 'Tomato sauce']"
042686.jpg,['Tea']
042687.jpg,"['Salt cake (vegetables, filled)', 'Cheese']"
042688.jpg,"['Bolognaise sauce', 'Avocado', 'Pasta, penne']"
042690.jpg,"['Carrot, raw']"
042720.jpg,['Glucose drink 50g']
042727.jpg,"['Bread, white', 'Butter']"
042730.jpg,"['Espresso, with caffeine']"
042747.jpg,['Banana']
042751.jpg,['Greek salad']
042752.jpg,['Nectarine']
042753.jpg,"['Bread, white']"
042755.jpg,"['Pizza, Margherita, baked', 'Salad, leaf / salad, green', 'French salad dressing']"
042761.jpg,"['Roll of half-white or white flour, with large void']"
042762.jpg,"['Soup, vegetable']"
042765.jpg,"['Cordon bleu, from pork schnitzel, fried', 'Vegetable au gratin, baked', 'Pasta, twist', 'Lemon']"
042767.jpg,"['Witloof chicory', 'Balsamic salad dressing', 'Salt cake (vegetables, filled)']"
042769.jpg,"['Potatoes steamed', 'Perch fillets (lake)']"
042770.jpg,"['Salad, leaf / salad, green']"
042773.jpg,"['Corn', 'Tomato, raw ', 'Zucchini', 'Tofu', 'Mozzarella']"
042780.jpg,"['Salad, leaf / salad, green', 'Egg', 'Chicken', 'Tomato, raw ', 'Corn', 'Balsamic salad dressing']"
042792.jpg,"['Grapefruit, pomelo']"
042793.jpg,['Red radish']
042795.jpg,"['Cheese', 'Dried meat', 'Bread, spelt']"
042809.jpg,"['Butter', 'Bread, olive']"
042812.jpg,"['Sugar Melon', 'Ham, raw', 'Tomme', 'Egg']"
042813.jpg,"['Roll of half-white or white flour, with large void', 'Butter']"
042814.jpg,['Gruyère']
042821.jpg,['Apricots']
042829.jpg,['Apricots']
042836.jpg,"['Spaetzle', 'Sauce, cream']"
042838.jpg,"['Wine, rosé']"
042841.jpg,"['Cake, chocolate']"
042842.jpg,"['Wine, red']"
042848.jpg,"['Carrot, raw', 'Red radish', 'Salad, leaf / salad, green', 'Artichoke']"
042849.jpg,"['Ham', 'Egg', 'Potatoes steamed']"
042853.jpg,"['Watermelon, fresh']"
042856.jpg,"['Apricots', 'Nectarine', 'Pear']"
042859.jpg,"['Risotto, without cheese, cooked', 'Green asparagus']"
042863.jpg,"['Nectarine', 'Apricots']"
042873.jpg,"['Bread, wholemeal', 'Butter']"
042876.jpg,"['Applesauce, unsweetened, canned', 'Bread, spelt']"
042883.jpg,['Glucose drink 50g']
042884.jpg,['Salami']
042897.jpg,"['Bread, nut']"
042908.jpg,"['Bread, rye', 'Butter']"
042909.jpg,"['Coffee, with caffeine']"
042912.jpg,"['Vegetable au gratin, baked', 'Egg']"
042915.jpg,"['Vegetable au gratin, baked']"
042916.jpg,"['Vegetable au gratin, baked']"
042921.jpg,"['Rice', 'Vegetable mix, peas and carrots']"
042924.jpg,"['Tartar (meat)', 'Chips, french fries', 'Bread, toast', 'Salad, leaf / salad, green', 'Tomato, raw ', 'Salad dressing', 'Butter']"
042928.jpg,['Nectarine']
042930.jpg,['Raspberries']
042931.jpg,"['Ham, cooked']"
042936.jpg,"['Coleslaw (chopped without sauce)', 'Tomato, raw ']"
042937.jpg,"['Bread, rye', 'Walnut', 'Bread, nut']"
042959.jpg,"['Bread, spelt', 'Cheese']"
042963.jpg,['Dried meat']
042965.jpg,['Apple']
042982.jpg,"['Cake, chocolate']"
042991.jpg,"['Quinoa', 'Zucchini']"
042994.jpg,"['Quinoa', 'Zucchini']"
042996.jpg,['Sugar Melon']
043001.jpg,"['Potatoes steamed', 'French beans', 'Chicken, breast']"
043005.jpg,"['Salad, leaf / salad, green', 'Balsamic salad dressing']"
043010.jpg,['Dark chocolate']
043016.jpg,"['Rosti', 'French beans', 'Tomato, raw ']"
043020.jpg,"['Sugar Melon', 'Cucumber', 'Ham, raw', 'Figs']"
043023.jpg,"['Bread, wholemeal', 'Goat cheese (soft)']"
043024.jpg,"['Salad, leaf / salad, green', 'Carrot, raw']"
043025.jpg,['Egg']
043032.jpg,"['Bread, fruit', 'Hazelnut']"
043033.jpg,"['Fruit salad', 'Panna cotta', 'Macaroon']"
043034.jpg,"['Milk chocolate', 'Pine nuts']"
043042.jpg,"['Chicken', 'Sauce, sweet & sour', 'Peanut', 'Mixed vegetables']"
043050.jpg,"['Bread, white', 'Butter']"
043051.jpg,['Blueberries']
043053.jpg,"['Leaf spinach', 'Egg']"
043054.jpg,"['Mixed vegetables', 'Sauce, cream', 'Shoots']"
043055.jpg,"['Salad, leaf / salad, green', 'Bread, white']"
043062.jpg,"['Roll of half-white or white flour, with large void', 'Butter']"
043064.jpg,"['Bread, wholemeal']"
043065.jpg,['Butter']
043072.jpg,"['White coffee, with caffeine']"
043073.jpg,"['Kaki', 'Apricots']"
043074.jpg,['Apple']
043075.jpg,"['Coffee, with caffeine']"
043076.jpg,['Müesli']
043098.jpg,"['Espresso, with caffeine']"
043102.jpg,['Apricots']
043105.jpg,['Glucose drink 50g']
043110.jpg,['Tomato sauce']
043117.jpg,"['Sausage', 'Dough (puff pastry, shortcrust, bread, pizza dough)']"
043121.jpg,"['Shrimp / prawn (large)', 'Pasta, spaghetti', 'Parmesan']"
043124.jpg,"['Avocado', 'Bread, white']"
043132.jpg,['Apricots']
043135.jpg,['Fruit salad']
043141.jpg,"['Pizza, Margherita, baked', 'Gruyère', 'Tomato, raw ', 'Avocado']"
043143.jpg,['Cheese']
043148.jpg,"['Pasta, spaghetti', 'Egg', 'Green olives']"
043154.jpg,"['Avocado', 'Tomato, raw ']"
043166.jpg,['Tart']
043174.jpg,['Dark chocolate']
043183.jpg,"['Bread, wholemeal', 'Butter']"
043189.jpg,"['Tea, peppermint']"
043190.jpg,['Peach']
043191.jpg,"['Bread, wholemeal', 'Tomato, raw ', 'Cheese for raclette', 'Bacon, frying']"
043194.jpg,"['Bread, wholemeal', 'Cheese for raclette', 'Bacon']"
043195.jpg,"['Salad, leaf / salad, green', 'Mayonnaise', 'Balsamic salad dressing', 'Soft cheese']"
043202.jpg,"['Figs', 'Cucumber']"
043208.jpg,"['Bread, wholemeal']"
043214.jpg,['Pasta']
043215.jpg,"['Sweet potato', 'Potatoes steamed']"
043216.jpg,['Hummus']
043219.jpg,"['Tomato, raw ', 'Salad, rocket']"
043220.jpg,"['Bell pepper, red, raw ', 'Tomato, raw ', 'Leaf spinach']"
043221.jpg,"['Mashed potatoes, prepared, with full fat milk, with butter']"
043223.jpg,"['Rice, wild', 'Carrot, raw', 'Bell pepper, red, raw ']"
043229.jpg,"['Salt cake (vegetables, filled)']"
043230.jpg,"['Salt cake (vegetables, filled)']"
043231.jpg,['Green olives']
043235.jpg,"['Bacon, raw', 'Bread, wholemeal', 'Ham, raw', 'Cucumber, pickled ']"
043236.jpg,"['Bacon, raw', 'Ham, raw']"
043237.jpg,"['Wine, red']"
043238.jpg,"['Cucumber, pickled ', 'Cheese for raclette', 'Potatoes steamed']"
043239.jpg,"['Wine, red']"
043240.jpg,"['Cucumber, pickled ', 'Cheese for raclette', 'Potatoes steamed']"
043241.jpg,"['Pearl onions', 'Cucumber, pickled ', 'Potatoes steamed', 'Cheese for raclette']"
043242.jpg,"['Cheese for raclette', 'Cucumber, pickled ', 'Pearl onions']"
043243.jpg,"['Wine, red']"
043245.jpg,['Guacamole']
043263.jpg,['Grapes']
043271.jpg,"['Bread, wholemeal']"
043272.jpg,['Butter']
043289.jpg,"['Bread, white']"
043290.jpg,['Roll with pieces of chocolate']
043294.jpg,['Croissant']
043297.jpg,['Lemon']
043298.jpg,"['Bread, 5-grain', 'Hazelnut-chocolate spread(Nutella, Ovomaltine, Caotina)']"
043299.jpg,"['Bread, 5-grain', 'Butter', 'Jam']"
043301.jpg,['Kiwi']
043304.jpg,"['Bread, nut', 'Butter, spread, puree almond']"
043305.jpg,['Fruit salad']
043308.jpg,['Apricots']
043319.jpg,"['Zucchini', 'Feta', 'Potatoes steamed']"
043327.jpg,"['Bread, white']"
043328.jpg,"['Rice', 'Mixed vegetables', 'Sauce, soya']"
043329.jpg,"['Tomato sauce', 'Salad, leaf / salad, green', 'Tomato, raw ', 'Blue mould cheese', 'Pasta, ravioli, stuffing']"
043334.jpg,"['Salad, leaf / salad, green']"
043336.jpg,"['Bread, white']"
043338.jpg,"['Salad, leaf / salad, green']"
043342.jpg,['Butter']
043343.jpg,['Rice']
043344.jpg,"['Fennel', 'Broccoli']"
043346.jpg,['Water']
043348.jpg,"['Pizza, with vegetables, baked']"
043352.jpg,"['Coffee, with caffeine']"
043354.jpg,"['Cake, marble']"
043355.jpg,"['Ristretto, with caffeine']"
043358.jpg,"['Pasta, spaghetti']"
043359.jpg,['Parmesan']
043361.jpg,"['Witloof chicory', 'Balsamic salad dressing']"
043365.jpg,"['Focaccia', 'Salad, rocket']"
043392.jpg,"['Wine, white']"
043393.jpg,"['Wine, red']"
043394.jpg,"['Bread, spelt']"
043395.jpg,['Red radish']
043396.jpg,['Hard cheese']
043400.jpg,['Apricots']
043402.jpg,['Beer']
043403.jpg,['Savoury puff pastry']
043406.jpg,"['Chickpeas', 'Mayonnaise', 'Carrot, raw']"
043413.jpg,"['Bread, wholemeal', 'Butter']"
043415.jpg,['Peach']
043416.jpg,['Tomato sauce']
043418.jpg,"['Berries', 'Walnut']"
043421.jpg,['Soft cheese']
043423.jpg,['Hazelnut']
043424.jpg,"['Tomato, raw ']"
043426.jpg,"['Pasta, noodles']"
043433.jpg,"['Salad, rocket', 'Parmesan', 'Tomato, raw ', 'Balsamic salad dressing']"
043434.jpg,['Focaccia']
043436.jpg,['Mixed salad (chopped without sauce)']
043441.jpg,"['Pancakes', 'Salmon, smoked']"
043447.jpg,"['Bell pepper, red, raw ', 'Tofu', 'Zucchini']"
043449.jpg,"['Wine, white']"
043451.jpg,"['Potato salad, with mayonnaise yogurt dressing', 'Potatoes au gratin, dauphinois, prepared', 'Breadcrumbs (unspiced)', 'Zucchini']"
043452.jpg,['Pasta']
043453.jpg,['Dairy ice cream']
043454.jpg,"['Pasta, penne', 'Tuna', 'Black olives']"
043458.jpg,['Beer']
043460.jpg,['Tiramisu']
043485.jpg,"['Bread, white']"
043486.jpg,['Water']
043488.jpg,"['Bread, white']"
043491.jpg,"['Salmon, smoked', 'Avocado']"
043496.jpg,['Jam']
043514.jpg,"['Bread, wholemeal', 'Butter, spread, puree almond']"
043515.jpg,['Banana']
043516.jpg,['Croissant']
043522.jpg,"['Egg', 'White asparagus', 'Carrot, raw', 'Corn', 'Tomato, raw ', 'Cucumber, pickled ']"
043523.jpg,"['Bagel (without filling)', 'Butter']"
043539.jpg,"['Salmon', 'Avocado', 'Alfa sprouts', 'Fruit coulis']"
043547.jpg,"['Tomato, raw ', 'Bouquet garni']"
043548.jpg,"['Bread, sourdough']"
043550.jpg,"['Tomato, raw ']"
043557.jpg,"['Salad, leaf / salad, green']"
043563.jpg,['White cabbage']
043597.jpg,['Peach']
043603.jpg,"['Pizza, with vegetables, baked', 'Ham, cooked']"
043606.jpg,"['Cucumber', 'Red radish']"
043607.jpg,"['Taboulé, prepared, with couscous']"
043608.jpg,"['Potatoes steamed', 'Sour cream']"
043609.jpg,['Shrimp / prawn (large)']
043610.jpg,['Water']
043612.jpg,"['Avocado', 'Mayonnaise', 'Balsamic vinegar']"
043627.jpg,['Chocolate']
043629.jpg,"['Dough (puff pastry, shortcrust, bread, pizza dough)', 'Chocolate']"
043632.jpg,"['Dough (puff pastry, shortcrust, bread, pizza dough)', 'Chocolate']"
043635.jpg,"['Bread, sourdough']"
043645.jpg,['Egg']
043646.jpg,"['Bread, white']"
043672.jpg,"['Bread, white']"
043673.jpg,['Water']
043674.jpg,['Butter']
043684.jpg,"['Coffee, with caffeine']"
043693.jpg,['Water']
043698.jpg,"['Bread, wholemeal toast', 'Salmon, smoked', 'Fresh cheese']"
043699.jpg,"['Apricots', 'Avocado']"
043700.jpg,['Egg']
043702.jpg,"['Coffee, with caffeine']"
043706.jpg,"['Omelette, plain']"
043707.jpg,"['Bread, white']"
043708.jpg,['Strawberries']
043712.jpg,"['Pork, roast']"
043719.jpg,['Apple']
043725.jpg,['Sugar Melon']
043729.jpg,"['Potatoes steamed', 'Peas', 'Pine nuts']"
043731.jpg,"['Salad, leaf / salad, green']"
043732.jpg,['Ratatouille']
043733.jpg,"['Bread, white']"
043735.jpg,"['Mustard, Dijon']"
043736.jpg,"['Wine, rosé']"
043737.jpg,['Water']
043738.jpg,['Mixed nuts']
043741.jpg,"['Salad, leaf / salad, green']"
043744.jpg,['Ratatouille']
043745.jpg,['Water']
043750.jpg,['Leaf spinach']
043751.jpg,"['Coffee, with caffeine']"
043753.jpg,"['Potatoes steamed', 'Broccoli', 'Mayonnaise']"
043757.jpg,"['Tomato, raw ', 'Balsamic salad dressing', 'Onion']"
043758.jpg,['Salami']
043762.jpg,"['Bread, wholemeal']"
043764.jpg,"['Juice, orange']"
043768.jpg,"['Cake, chocolate']"
043778.jpg,['Water']
043779.jpg,['Blackberry']
043786.jpg,['Apple']
043789.jpg,"['Salad, leaf / salad, green']"
043791.jpg,['Gruyère']
043811.jpg,"['Tomato, raw ', 'Carrot, raw', 'Salad, leaf / salad, green']"
043812.jpg,['Gruyère']
043813.jpg,"['Bread, white']"
043814.jpg,"['Buckwheat, grain peeled', 'Shrimp / prawn (large)']"
043815.jpg,"['Salad, leaf / salad, green', 'Water']"
043816.jpg,"['Salad, leaf / salad, green', 'Buckwheat, grain peeled']"
043821.jpg,"['Pasta, spaghetti']"
043825.jpg,['Beef']
043826.jpg,"['Salad, leaf / salad, green', 'Cucumber', 'Croutons', 'Bread, toast', 'French salad dressing']"
043827.jpg,"['Potatoes steamed', 'Bell pepper, red, raw ', 'Zucchini']"
043828.jpg,"['Chocolate mousse', 'Panna cotta', 'Cake, chocolate', 'Fruit coulis']"
043841.jpg,"['Ratatouille', 'Beef, filet']"
043846.jpg,"['Porridge, prepared, with partially skimmed milk']"
043861.jpg,"['Butter', 'Bread, white']"
043869.jpg,['Apricots']
043870.jpg,"['Bread, white']"
043874.jpg,['Apricots']
043876.jpg,"['Coffee, with caffeine']"
043895.jpg,['Savoury puff pastry']
043897.jpg,"['Bread, white', 'Butter']"
043919.jpg,"['Leaf spinach', 'Fish fingers (breaded)', 'Rice', 'Mayonnaise']"
043926.jpg,"['Rice noodles/vermicelli', 'Mixed vegetables']"
043928.jpg,"['Chicken', 'Pasta, wholemeal']"
043931.jpg,"['Salad, leaf / salad, green']"
043932.jpg,['French beans']
043933.jpg,"['Salad, leaf / salad, green', 'Italian salad dressing', 'Tomato, raw ']"
043934.jpg,"['Salmon', 'Sauce, curry', 'Vegetable mix, peas and carrots', 'Zucchini', 'Rice']"
043936.jpg,"['Tomato, raw ']"
043937.jpg,"['Bread, wholemeal']"
043942.jpg,"['Tomme', 'Meringue', 'Bread, white', 'Cheese']"
043943.jpg,['Egg']
043944.jpg,"['Mixed salad (chopped without sauce)', 'Carrot, raw']"
043945.jpg,"['Salmon, smoked', 'Rice', 'Quinoa']"
043948.jpg,['Apricots']
